comment,mbti_type
confess sometimes wish enneagram type take chargewhy remember scene movie girl made go stage party semi naked girl make fun weakest body part even mark pas sorority test sort laughing girl taking test cried thing like make feel little sick dislike people facial body feature made fun degrading manner wish one day could leader sort yell people stop stupidly superficial,INFP
life short thus want live life,INFP
must admit dont like single thing gf drinkseven little bit shes starting often thrive positive vibe hate going bed midst stupid argument,INFP
dont like,INFP
havent awhile kind amiss nn couple thing bothering think might suffering depression maybe probably antisocial tendency something went halloween party boyfriend last night girl somewhat absolutely despise co shes always ditzy flirty boyfriend dressed werewolf looked screamed wasnt even like real scream like lookpausescreamgiggle swear hitting boyfriend doesnt think shes attentionwhore cant stand literally cringe every time see hear voice particularly piss hug boyfriend want tell keep hand man dont want sound possessive might something piss know boyfriend dislike much he good telling people dislike hate getting hug doesnt know tell people hug people party hugged goodbye one hugged kinda feel thankful girl hugging dont get hugged often people boyfriend shes boyish girllike actually look like guybut think shes pretty perceptive knew uncomfortable something people hugging something else thats bothering boyfriend mom ive boyfriend house handful time year month weve together left month le parent contemplating divorce finally allowed come decided wanted come back boyfriend dad said could come back let come agreed summerive time since halloween gonna come help boyfriend dad pas candy scare kid stuff dad said could thinktwo day ago dad said house messy yesterday afternoon said could come boyfriend would pick around something yesterday night mom say cant apparently sticking gun im sick mom shes making son feel like bad boyfriend hate boyfriend feeling like he disappointing yes im upset im able go house mom dont really know make understand bleh im done ranting xd hello personalitycafe,INFP
start club,INFP
guarantee would like knew hug,INFP
want someone come home crawl bed give little backshoulder kiss night go sleep ah shit dont dont want thing would take get point frustrating,INFP
happysad,INFP
confession early teen struggled weight lot overactive metabolism situation exaggerated bit hit puberty bit later puberty also relates body fat could eat far people twice size couldnt pack pound educated calorie fitness jazz upped weight although struggle year later still hold onto original view needing add pound although bmi actually within reasonable range im lb great shape want aim ish end troublesome balance fitness eating healthy trying ensure dont lose pound either,INFP
post lot something happens real life bored im really bad keeping secret feel like im lying im telling somebody absolutely everything im selfconscious selfconscious anything else pretty much everyone end knowing everything right someone know panicking going talk someone else know something already know asking question really hard say cant say anything,INFP
sometimes hate people also hate,INFP
im like hate holding back despise lying ive lied hate anyone else,INFP
confession live apartment two woman love would anything many little thing talk one viceversa talk either know true keeping secret even know person know something dont know know know thing everything revolves around particular friendgroup friend know open secret open secret secret within secret would much easier lay card table done reason easier live tension sometimes occurs new crisis one two three u know cant speak think betraying trust friend tiring sometimes lot time fucking idiot,INFP
confess feel lonely actually physically hurt unrelenting brutal also hate infp dont know block pain world wish entp another socially acceptable type also confess im posting must least post even reply someone profile grrrr andim uploading avatar putting anything profile im private weird,INFP
give new meaning term heart wrenching,INFP
im edge bunch reason right parent went home today finally able enjoy alonetime didnt feel like anywhere near enough time putter degree wanted put talking brother skype tonight said puttering sad put often get hour earlier work pick someone way he bad guy anything get really obnoxious frequently loud except blessed day lost voice morning want everyone fucking shut feeling stupidnervousawkward biggest post ive made yet hesitant make reply reply maybe feeling stupid one two post ive made recently matter watched new zombie tv show walking dead somesuch zombie get coupled last thing parent gone apartment suddenly feel empty awkward cramped time part kind nice little like couple roommate well old roommate aside work im alone time well contrast kind lonely stark combined nerve zombie thing im feeling alone kinda scared frustrating past year dont think ive ever wanted lover throughout stupid pointless life hell confession thread ive never lover though one maybe two online relationship didnt go well frustrating even first kiss even much hug someone outside family frustrating probably couldve im sure im isolationist hesitant picky eh think might romantic hangups besides dry didnt concern much kid im getting old well older anyway kind hitting men arent supposed biological clock well whatever feel like ive got one thats going badly frustrating meh whatever time bed go hug blanket tight dream wont solve anything least itll make forget little bit dry ill probably end stupid zombie nightmare normally id fine sure tonight dry,INFP
man exactly feel right,INFP
ive never known like feel safe secure well degree never fully want feel ease perfectly protected someone arm bed one day,INFP
confession im fake like bet ive given forum upon timebut im im confused,INFP
confess sometimes get annoyed people dismiss religion altogether value judgment experience however right believe want usually let slide better tolerant towards everyone long dont act bigoted regardless believe im fine,INFP
confess think infp forum get bit cluttered repetitive hence avoid day time,INFP
confess right would totally fuck,INFP
im really scared bsc republican going win senate race colorado proposition amend state constitution going pas nothing harm state budget right citizen take away choice personal life hate american system polarized possible someone super extreme ideaspolicies viable candidate attack moderate person theyre well moderate arent firm b like two day ad get find whether im going seriously looking packing moving somewhere else next year two,INFP
frustrating lately skipping school spending whole day home alone rather unfinished schoolwork spend day watching stupid video masturbating im ashamed admit im alone feel empty try everything possible could grant satisfaction dont know stop anymore going awhile fear getting suspended school absence god im stupid sad,INFP
totally redeemed today roud,INFP
right year age tried everything anything humanly possible become something infp sometimes wonder would parent liberal hippy instead conservative blue collar xstjs probably finger painting goat raising photographer shrooms living gulf island driftwood shackin love hirsute granola munching star gazer named sunshine crud kinda sound good look window desk industrial wasteland around,INFP
hayou described infp mom although shes named sunshine name sister sky close enough guess,INFP
bet great mom growing possibly embarrassing time mom isnt,INFP
wasnt toooo embarrassing stoned often really care,INFP
haha seriously age start dont mind divulging confession thread,INFP
wasnt really case starting age part went house regular basis told got drunk see would aside remember part childhood wasnt always exciting may sound mom artist usually along line here joint go watch hbo im painting ha scenario happened,INFP
like whoa,INFP
sorry hear thats way young count picturing sharing stuff late teen aged,INFP
yeah although permitted didnt end much especially friend got involved drug high school wasnt something interested good joint month regular basis,INFP
vice imagination overthink everything let emotion experience daydream bleed real life damn dont want way im addicted misery,INFP
ill confess actually crave recognition im jealous friend friendship badge really want member month someday,INFP
confess really sorry drunkhigh posting last nightblushed,INFP
take mine dont know ever given one first place wtf damn friendly,INFP
im waiting im married sex,INFP
actually suspect people surprised read coming,INFP
confess even sometimes im trying sound like im making sense actually know dont make sense crazy,INFP
im confess think post retarded blushed,INFP
confess dont actually like music im listening right matter personally meaningful expressive sound like someone smashing piano randomly hammer complex yes beautiful love person playing ive listening obsessively last day ive heard play brilliant thing music absolutely amazing met think ruined made angry tense large percentage created afterward full ugliness know wanted part wish hadnt absorbed chaos bother knowing may expression unknowingly harmed time hid frustration come somewhere want take back take listening like penitent seeking forgiveness though could take back every disjointed sound ever caused make could fit back head ear maybe im arrogant maybe wasnt maybe never power im treating music like diary feeling know accidentally caused lot negativity werent feeling guilty maybe would sound completely different would interpret another way maybe would actually enjoy indeed part still quite beautiful also dont understand abstract art respect idea even enjoy making enjoy looking cant understand make better say preschooler scribblings instance tell right answer child finger painting id hang gallery,INFP
actually wonder sometimes sound weirdretarded way hiding thought portray crazy,INFP
applying deodorant always shot pant old habit,INFP
want hear automated system say havent changed option year think youre dumb remember sit back listen next five minute ramble ear think id actually listen five minute message every time call speaking phone sometime think hear feel phone go text message find phantom vibrate im always disappointed time oh im psychiatrist work make headdesk order patient huge case agency community well known everyone system since young he drug alcohol abuser huge little insight tendency toward violence majorly psychoticmanic baseline yes let decrease medication let change discharged hospital decreased last time headdeskheaddeskheaddesk,INFP
used hate frecklesdont even know grown like make look darker ghastly self,INFP
went church day im religious whatsoever always like one part go around shake everyones hand around great community vibe everyone seems genuinely wish well course make feel bit guilty sort like guy fight club go cancer support group alcoholic anonymous think others hrm there idea,INFP
fall love easily kind scary haha,INFP
stopped believing religion parent still making go church aside sitting standing cue part id participate handshaking dont see reason feel guilty want say peace fellow christian theyre hardly worth offer peace return,INFP
seems like everyone meet day marital financial emotional problem literally felt someone weep quietly heart told story,INFP
read every second post tell personality cafe member think himher personally,INFP
confess dont know lot thing confess sometimes turn somber serious therapistlike mode close one going difficult time really want friend crack harmless joke brighten day confess sometimes lay bed night trying hard visualize might moment scrambling sneaking get phone typing thumb eye stained weary many year insomnia hopefully curling comfortable sheet anything anything might moment wondering shes feeling hoping doesnt feel alone know sometimes find sobbing confess hope ill stop like initially thing become right,INFP
know ive never written thread far tongue,INFP
nice network also need know count way society becoming seems somewhat right people born year old school district last spirited generation graduated class day guess help much right time move,INFP
better bloody hope id tear apart,INFP
wont oo long dont anything wrong,INFP
must confess part want wrong izzie rage argument,INFP
infp religious shy spritual feeler prone cry true infp depresed reason sometimes true become depresed quickly,INFP
sometimes fantasize knew everything everything world,INFP
despite personality thats leaning towards everything fluctuating wouldnt surprised came entj anything n considering,INFP
confess putting lot effort job also confess avoid procrastinating certain task,INFP
im making another challenging map haloreach offering reward greedy impatient may complete money may learn something confession like challenging people conquer complacence especially dont realize,INFP
laughingare infp crazy psychological experiment people using really hard halo map lol old trick wink,INFP
sometimes write status post find damn awesome feel need post almost every social site blushed,INFP
spot top head rub rub compulsively bald sometimes even bloody make wonder something universal transcends specie animal usually bored stressed abandoned confined long period time,INFP
think time law correspondence coupled connection transcend causing thing universal argh sorry im going nonconcrete meta physical laughing,INFP
awgosh sadbut feel like abortion murder child feel like ended part feel loss curiousif feel like answering,INFP
confess im hoping one friend perc become one closest friend life,INFP
confess scared fall love dont think dont want girl exists like seen many girl want rule make selfish also kind girl boy fall,INFP
selfish dunno anybody else would much much prefer girl able exist dont want half person plus want two complete people make sense see user name around internet like billy girl annoys,INFP
confess yesterday tried chocking skipping rope,INFP
confess sometimes country really really stupid annoys,INFP
confess fucking hate people im dependent,INFP
confess ive always itch needed scratched long remember needed see feel read witness experience understand try everything anything compulsive way term done completely alone part somethings told others ive kept run openness experience trait thing almost got killed one left coma day ive seen best worst peopleand seen ive talked expired within day sat twice month year small room people would dead within month knew completely understand war journalistsphotographers explorer make feel feel biggest fear always getting someone else hurt killed crazy need never really feared much health many time infpness worked could talk way anything one would suspect quiet unassuming soft spoken guy could move like ghost silent witness craziness vague bystander one remembers enemy occasionally stupid pretty dumb see im running thing itch remains im sure ill handle old frail one day,INFP
make sense,INFP
confess first read hate fucking people confused,INFP
confess go bible study meet healthy people trying best often dissapointed used real churchy guy got sick hypocrisy easier since im high school student theyre trying convert tell im starting remember reason left first place one thing thats nice everyone study young married child nice family oriented atmosphere everyone trying mature good parent definitely kind people want around family cool around people arent growing weed living talking anal sex also nice invigorating conversation serious issue work philosophy debating stuff people think differently constantly telling shut stop aggravating everyone want challenge question everything im realizing though many sincere desire find truth dont want find tell belief wrong cool question idea nice people actually dont like theyll tell pray understand loving enough get past pretend im something im love kind stuff hand question something reading genesis like flood ended civilization started earth year ago get angry defensive honestly trying figure stuff dont mind treating bible myth spiritual truth asking australian aborigine year ago fit simple bible history brings lot hostility christian doubtful veracity dont allow think unfortunate arrogant uninterested learning something challenge belief anyone else must confess everytime go home angry another ridiculous arguement whether old testament figure lived year kept child first hundred feel like everything else believe idiotic course find new testament absolutely revolutionary awesome whole churchianity thing really piss know little god everything human nature find good biblestudy stick challenge belief well heck even stay agnostic want know stuff good reason hide fact like get high actually dont believe nearly much think healthy stay undecided admit people know happens death dead one thing thats nice everytime get angry someone say stupid crap tell im wrong believing part bible say every part true god realize insecure belief ask know current translation fed like princess bible say yes cant admit original might influenced bias people wrote get angry think shoot know right pissy logic bother get offended dont agree confess keep going stay engaged challenged secretly resent little naiveignorant stuff easily proven wrong like world year old give fing break course none people look christian believe world young threatened idea evolution evolution happened god made happen doesnt bother wish people werent running blind faith actually challenged stuff real shit answer neccessary question instead saying godly question god word people like would probably call christian fact many retard make hesitant believe without really knowing true manmade im gonna compare epic gilgamesh old testament tell christian friend sure hell wont talk antiwar thats lot real hypocrisy lie many bush supporter,INFP
used randomly eat cat food elementary school treat stuff canned fancy feast stuff weirdo,INFP
slept stuffed animal last night somehow without benadryl two month ago felt anxious texting someone grabbed stuffed animal squeezed lately become something habit wondering psychological wellbeing considering carrying stuffed animal everywhere kidi strap care bear middle back road trip year agoand maybe listening lullabyes degree fall asleep,INFP
ive spend majority life horrendously isolated alone going school working dont common average western society sometimes think strange wait also female profile say know strange,INFP
whenever see someone perpetual smile face think there something wrong,INFP
one time happy zone sort went grocery store like people saw thought something wrong,INFP
understand teacher elementary middle school unattractive well often old overweight college student surrounded professor ta fucking cute distracting frequently think fucking class like fucking front class plus know biological clock im hornier right point life since early puberty shit,INFP
still sleep favourite stuffed bunny childhood also backpack thats stuffed koala sewed rainbow strap bring school im tired mature attire ive felt like bringing stuffed animal school nothing else comfort im fooling letting live past pride independent bringing stuffed animal place isnt much hurting,INFP
miss lad,INFP
he msn practically love guy tongue hahahahaha,INFP
ti awesome izzie imagine he well,INFP
leave perc something,INFP
yep retired,INFP
booooooooo,INFP
doesnt still post ive seen posting retired,INFP
know think got numbed state need bitch sometimes,INFP
two young lover learn small group childlike space alien marooned earth held prisoner top secret military facility couple decide liberate extraterrestrial castaway help make rendezvous rescue ship sent alien home planet,INFP
uh confessing held prisoner childlike space alien,INFP
depends who asking,INFP
hate friend become successful lady gentleman morrissey reference confession tongue seriously frustrating,INFP
might steal nick moment,INFP
wrongly identify sex vocalist time people think obvious crazy hearing problem wonder gender aschematic tendency simply fact tend oblivious obvious aware obscure,INFP
wouldnt worry placebo vocalist confuses edit middle brother hanson,INFP
time notice obscure much surface start feeling freaking place universe haha,INFP
first time heard justin bieber thought girl singing fact voice sound similar sing along blushed,INFP
im far curious people interact could read conversation log text friend would id probably feel bad invading privacy desire see others interact would strong know creepy really want know,INFP
dont think thats creepy isnt curiosity social interaction often im group people id rather sit back watch people interact guess observe rather partake im able understand person better observing rather interatingdoes sound creepy hope eithermellow,INFP
hehe thanks happy im kind interested people really good connection good conversation like couple friend seem really good connection theyre ease talkative want see keep talking sometimes think maybe creepy want know personal stuff people interaction feel dont think youre describing creepy guess realize subtlety another attention isnt youre le selfconscious,INFP
think kind understand ive always amazed people talk easily without selflconciousness embarassment least describing doesnt sound creepy maybe creep haha kidding happy think youre right able notice subtlety person paying attention especially im talking feeling nervous selfconcious suppose there le pressure way roud,INFP
ive lost good bit weight attained slightly nicer fashion sense since moved current city around year ago parent recently saw talked dad phone unintentional there something rather creepy hearing dad say body look really good mom told walk like model catwalk confirmed head apparently noticable,INFP
feel guilty cheated meshe look sweet,INFP
sometimes think irl friend except twin one else like facebook status,INFP
wish twin think lot cried watched nell even though main character spent whole adult life missing twin living ritualistic way preserve memory least got kind connection little envy,INFP
wish twin bro older brother he close though,INFP
confess feel comfortable infp infj istj sub forum relate istj person really care istj course immediately feel comfortable heh sort get humor since somewhat kind similar yes im sensor lover tongue,INFP
ive putting calling dad inform im getting divorced month dont feel comfortable calling conversation always strained forced seem never see face face awkward relationship frustrating,INFP
think certain person feel pain fear even stopped rejecting im sure would point trying friend unless change something le dynamic wouldnt ideal really cant seem wrap heart around fact person loved probably doesnt exist anymore even resurfaces always part close around case change dont heal anything mean cant remember ever healing matter happened seem okay someone hurt im always lying,INFP
feel way sometimes even reconnecting people trying get past whats gone u dont think ever properly forget hope doesnt let like fear maybe could chance proved long enough,INFP
shouldnt right becoming dont feel safe around guess time branch make friend putting everything one basket bad idea,INFP
get jealous easily dont like one better circumstance minesadsadsad,INFP
confession make wish could helpful towards others dont feel ive helped inspired enough much id ideally want feel selfish feel unaware people feeling problem people deserve help simply deserve dont feel ive done enough also distorted thinking pattern tend paranoid think even people show best action get paranoid might take advantage wonder heart chakra kind thus always prepare advance strike back people take advantage ironically suppose relate lot istj know who also enneagram type tends prepare lot sake security get paranoid also sense duty fulfilling really want fulfill sometimes sensorlike nf though core im still typical w paranoid person definitely infp spite,INFP
lol think grandma badass shes hospital right urinary tract infection got bloodstream made paranoid hallucination thought someone breaking house one thereeven yesterday telling uncle got home going change lock everything people must key since police didnt find anything today shes wanting go home think hour period detoxing hardest uncle lawyer get poa office hospital authority hold dad go uncle isnt responsible would probably let go home wanted well reason think grandma badass even tho shes sick shes raging german woman shes demanding know qualification nurse taking care think really funny,INFP
found ixfp happy,INFP
want one,INFP
keep getting stressed cant find girlfriend approach flirt girl even met seem like already boyfriend single almost four year starting get hard feel like somehow responsible alone trying hard meet anyone come across thats attractive wish could let go actually meet someone thinking everyday starting drive crazy getting jealous everyone relationship,INFP
clear throat hate yaoi nothing gay really really really hate yaoi hate disgust end hate everyone love especially lesbian reason never ever figure hate men girly hate girlylooking men hate fad like sushi thing love sushi hate yaoi shit around long kill see cloud x sephiroth one time ill ill drink two liter lemon juice hurl monitor screen hate hate hate,INFP
really communicate like guy,INFP
sort lost friendship girl like best friend almost sisterlike year ex didnt like tonight told getting divorced went right back talking like knew wife im happy best friend back laughing talked hour needed badly unload everything someone fully knew situation made night missed much happy,INFP
repeatedly go back thread ive replied go post hoping point thanked quoted bored,INFP
character,INFP
confess every time one boss come town last year part endlessly whisper inside coming fire,INFP
secretly love scar armshow horrible also feel like dont belong planet filled strong reliable people deserve presence,INFP
mellow kinda like feel like post mattered guess blah high expectation frustrating,INFP
exactly want contribution matter helpful something like end guess infp obsession meaning ha,INFP
matter doesnt matter,INFP
especially lot u seem feel like contribution dont matter elsewhere life feel unimportant perfunctory lot interaction people already dont want feel like im people well,INFP
wowthese post killing want give hug deleted confession cause brutally honest put cantyet im actually sitting coffeehouse right amongst everyone else front computer wondered many probably infps feel exactly like rest u,INFP
work type performance conclude whenever im best usually good everyone,INFP
empath thing getting mei overwhelmed excess needy energy think he sleeping least managed switch switch likeduuuuuuuudedo needy couldnt even feel energy feel withdrawn like im mood socialize,INFP
wonder realize hard intense empath isi tend compulsively respond need energy even im groaning inside,INFP
truly honest online logged bedroom even common family area home private enough feel totally secure public save personal thing want talk later mellow confession whenever dont understand someone username one word first instinct see written backwards,INFP
hahaha time,INFP
damn difficult empathi know care im drowning energytoo much,INFP
gonna assume username bet dont get,INFP
want cry frustrating,INFP
actually know youre different country assumed cultural reference didnt get,INFP
find distracting system growing least nice reassurance somebody actually read said isnt offthewall unrelatable youre like well completely alone understood post thanks put heart backfire laughing cry,INFP
cant guess many time ready press reply thread delete last second,INFP
ok thought use username everywhere people think put random letter together something,INFP
im watching spongebob right,INFP
youre reading im posting much couldnt help post stop calling dork im going post much im going study laughing,INFP
im nearly still feel like little girl,INFP
hey roud er well much girl part though,INFP
cried reading little prince said,INFP
despite fact literally moved good friend im seriously contemplating moving completely different state lease part feel guilty especially since moved state come rest really excited bit scared prospect fear greater motivation prove dammit prove challenge fear actually take leap faith thing dearly want mention im really excited thinking moving need place life opportunity make mistake adventure everything like cant wait,INFP
positivity nice find excess positivity kind make want wretch dry ill stay nice vague consider excess,INFP
often think die surely everyone else dy there aware existence cant possibly exist dont go time finding good looking disgusting repulsive often bullshit order make seem interesting slightly love girl year younger work likely straight strict jehovas witness,INFP
always wonder whether ive done enough friend inspired enough inspiration always use interaction others sometimes wish could least return bit favor oh well nobody know whats heart creator,INFP
confession izzie grey anatomy reminds sometimes crazy,INFP
didnt sleep last night watching harry potter movie last half hour nerd proud,INFP
wish together hanging last night watching harry potter eating ice cream togetherokay ice cream tongue id drool tom felton tee hee,INFP
hehe twin could droll tom felton together didnt eat ice cream couldnt watching since one big screen schooldorm plenty candy drank much soda,INFP
anxiety overcome discipline confess knew long time lack discipline prevented achieving goalsdreams confess need discipline life need stop woe nonsense get shit together confess love board providing creative sometimes awkward outlet thought,INFP
like headed dont view discipline good thing discipline mean viewing negative light trudging prefer look enthusiasm desire accomplish want know seems like im nitpicking word think ever small shift thinking big reward instead getting time like really need get done ive slacking long saying im going get done make awesome proud outcome generally tends work better agree woe bullshit good anyone say arent entitled moment sometimes making lifestyle terrible still trading one type negativity getting form motivation asked psychologist better form motivation kid encouragement punishment every single one would say encouragement go u adult respect morning woke say im going work hour lunch need bear force keep good habit instead said im going work hour love feeling great healthy get watch tv even think thus happy regard anxiety would make suggestion anxiety overcome confidence instead stop worrying discipline happy know good person think confident stop worrying failure people opinion say used bad anxiety year ago hand would shake uncontrollably point even eating soup difficult tough lot confidence saying beat great laughing,INFP
doubt type hrm even amongst infps feel somewhat place,INFP
become fascinated concept like mbti forum become distracted need done presentation tuesday mean get done regret lack sleep next day presentation dont seem come together last minute laughing,INFP
heh sort love pressure end though longer procrastinate seems bring best stuff weird way guess cant overthink much way think crowning achievement starting page report citation minimum vietnam war choice topic honor history class high school midnight day due finished hour minute month crazy really proud getting tough teacher even moreso found vietnam war freak totally empathize laughing,INFP
awesome right bring best odd way cant overthink really force u focus essential well already distracted every little aspect assignment come together get bottom wow nice understood say newbie lol,INFP
confess realize empathize others order run emotional pain,INFP
im beginning really like electronic music,INFP
love avatar make lol think like electronic music well laughing another confession nose run time faucet need fixing totally unrelated lol,INFP
confess perhaps attracted neediness,INFP
confess sometimes wish boy,INFP
confess first post forum im terrified even posting lame introductory comment hide coffee table,INFP
attraction lesbian knowing matter probably wont get anywhere wish irl lesbian friend,INFP
confess feel trapped alone want understand help he also causing absolutely love he beautiful,INFP
confederate flag local graveyard want pull ground burn hate south,INFP
clearly done southern necromancer taking bit literally idea south rising,INFP
confess despite vegetarian nearly decade still trying find perfect combination meatfree food might someday taste good gallo italian dry salame far closest combination find involves pesto sauce olive bread nothing ever taste quite matter long search ever moment weakness give eat real thing certain wouldnt able enjoy like used would busy thinking animal im glad conscience sometimes miss naive,INFP
skipped whole week school im sacred go back im certain ill get suspended time already warned two time keep saying ill skip today tomorrow ill go sure never maybe friend going school wouldnt bad hate disappointing parent much,INFP
keep checking email every minute check ive gotten new message pathetic yes going quit probably crazy,INFP
feeling pretty low depressed today energy motivation fluctuating mood,INFP
must air today felt way im sending love put smile face happy,INFP
still understand come one instructor previous college actually ba fine art rmit mean absolutely cannot understand arist uber shallow,INFP
thanks much laura hope feel better youre great person also made shocking discovery recently found two grey hair im oh well guess im way becoming debanaire roud,INFP
maybe make boring pop culture stuff unfortunately thats type stuff earns money well,INFP
aw thank blushed youre wonderful person wouldnt worry iti friend ton already happens pretty much everyone point anotherroud,INFP
think im falling friend,INFP
miss simplicity kid feel like perpetual adolescent ever grow maybe need go fight war shoot gun grow gigantic beard pirate shit im daydreaming,INFP
try judge others based past conviction admit wonder others judge,INFP
think might social anxiety problem almost week home terrified go outside today kept hoping wouldnt meet anyone knew way dentist felt selfconscious everyone looking disappointment disgust,INFP
social anxiety really tough one part life eventually grew part work make sure seek help feel need common problem,INFP
mom asked tonight go see new harry potter monday tradition since first movie came rarely see anything always accepted past even though big film day though feel depressed even suicidal still want spend time though afraid might say rather say im afraid wont say anything state dont want worry much afraid talking anyone make lot real intensify already immense pain,INFP
hate im screwup procrastination affected way didnt expect didnt study hard long enough test score really good enough go school want get completed project homework late gpa lower would like im failure,INFP
congratulation getting school proud,INFP
thank mean lot im really tough,INFP
know like failure try better next time happy,INFP
well try graduating many year schooling great accomplishment im sure experience similar success college well done,INFP
like listen shoegaze reminds childhood watching slowdives music video mtv first time amazed music sound good also thank refugee luke kind word,INFP
im super paranoid frustrating,INFP
im back sorry grimaced confess mostly im curious revenue sharing feature site also today first time ive ever puked simply sight something desensitized long time ago reason generally remain apathetic anything went visit friend work nurse older resident eating flesh arm later watched friend pull shred flesh lady mouth,INFP
aw shit lad back son happy,INFP
dont think ive ever lonely worse friend,INFP
hail lad wb p oh btw lass eating flesh mean presumably wasnt quite proper state mind curious twisted reasoning specific condition incline one selfeatery,INFP
haha thanks refman thankers well dementia hypertension meh cataract thyroid disease arthritis understanding zoned inability feel pain hence didnt snap quite graphic wish took pic thats illegal without consent pic woman foot look like branch tree got consent one,INFP
aaah ive heard one saw something online poor fellow perhaps burma dont quite recall anyway condition think related herpes kinda super herpes somesuch apparently treatable poor think government getting way getting treatment since tourist attraction something might wrong fact frustrating p delightful first thing think youre done vomiting seeing something icky damn wish took picture tongue,INFP
super herpes eh ya ive heard well side note apparently woman herpes outbreak labor chance child blind see blind person street think momma may herpes feel bad saying like blind people wont read post anyways anyways ill chill chatter makeway real confession,INFP
ive spent life wishing could someone else person comfortable absolutely beautiful little little im finding thing likelove,INFP
weird sometimes wish nun mean know regimented mostly boring life every nun see school happy carefreel life far regimented say pretty fun compared nun life wish happy determined nun,INFP
vagina scare doesnt mean im going anything help feel bad anyone ever happens walk past window apartment happen hear snippet conversation time wonder think theyre trying figure sex cooky acting,INFP
id recommend necessarily totally boring life depending go one thing nun often travel aunt nun shes mostly worked carribbean gosh wish carribbean right feh nun undoubtedly live dreadfully dull life others see sort stuff bad good people would never chance experience,INFP
im finding im much infp enfp im scared let people get close feel like im worth feel like wont like real dont fear never love fear wont find someone love back think may pansexual always thought straight met amazing girl really really really want fear smell horrible even though asked people say dont still think stop affectionate confident hate,INFP
confess often pretend talk phone dont look like loner pretend im really interesting dramatic conversation think ive almost come point actually think there someone line even though side stay reality realizes isnt,INFP
stickied thread becoming graveyard emotion thus reaction thing would strengthen ideal im staying away digging ive posted,INFP
time time especially walking public ie across street however awhile decided actually call someone interact may well right get double benefit,INFP
confess supposed taking break perc tongue post want say richard youre dork still love hahahahahahha bug okay shall leave,INFP
confess thanksgiving today happy thanksgiving perc youre little turkey top make go bawwe xd,INFP
ive listening drumming song florence machine day straight since first heard dont know music whenever song really hit overwhelming desire listen time get sick almost nothing else played sometimes last day sometimes week rarely month two luckily people around tend privately part since understand annoying get though put music someone else around definitely force song playlist laughing,INFP
time fi fe,INFP
insecurity breakdown earlier decided work instead using website way enforce thing im escaping place impact like stickies yah,INFP
one thing would change would procrastination gotten trouble vice,INFP
sometimes im bored sad eat much food get sick throw bulimic way im bulimic im idiot,INFP
listening remix heavy florence machine nonstop highly suggest download havent alredy happy crystal castle wellthese great remixes,INFP
thank much like remix original song think laughing,INFP
regularly give advice thing qualification give advice,INFP
really want someone willing really want help understand even thing dark burdensome child enduring psychological abuse regular basis tried tell people made clear didnt want hear dark much burden one helped one even wanted know child someone protected listened something know adult mom tried everyone went said couldnt anything didnt know child nothing would stopped protecting child matter kind understand kind dont still craving want somebody see im collapsing inside hold tell everythings going alright want honestly dont know ask need person mean ive always alone pain dont know ask others help im afraid kind judging people im honest struggle want dont trust people decent rise ocassion dont trust people never anyone capable anything always think people arent trustworthy theyre consistent lie disappear die move lose interest whatever think doctor lesson need try learn hardest lesson perhaps doctor way people sometimes disappears companion sometimes lie outright however good intention usually right people especially people trust life thats learning trust someone prof trustworthy spite questionable action cant help always question people lie disappear easily though nothing grr think keep working fixed,INFP
im chilling florence machine remix really good,INFP
sometimes wish dead really dont think anyone would care died,INFP
sad lass youd likely surprised dead wouldnt get chance experience pleasant surprise anything else itd shameful waste,INFP
hey know youre right wish dead please think reason live experiencing love learning music rain cool summer day green tea ice cream traveling making new memory sharing story future grand kid life isnt easy fair please choose life precious god sight family,INFP
thank refugee mean lot dont want seem depressed time guy cant help feeling world isnt know think best thing situation stay optimistic,INFP
dont worry feeling come go dont feel bad venting thats went severe depression couple month ago found talking someone irl helped tremendously amazing one person voice presence made difference,INFP
hear someone close distance laugh always believe theyre laughing,INFP
wake think dream realcrazy,INFP
many people world struggling many issue want better want everything better anything everyone need one one attention even could year even may little lasting effect spew logic open show sincere feeling give time effort end still slow process move forward one person many whole time never know might accidentally say wrong thing x damage stood gain who say somebody wont come along afterwards destroy castle youve built moment would overwhelmed know shouldnt expect able save world singlehandedly everyone much something better nothing dont envy learn triage better way one doesnt end feeling helpless,INFP
stuff worry doesnt even make sense anymore,INFP
sound like could use creative outlet,INFP
ive thinking thing lately nice see someone else write thank sometimes wish rather walk seclusion observant life brother looked hurt said something dont want tell dont care either way anyway didnt mean didnt care sister certain situation believed irrelevant seem always say wrong thing without intending yet say theyd rather walk away feel always cause pain id try stop thinking pattern tell true still want life regardless everything hypocritical guess id love live small cabin library kind building somewhere far away dramafilled civilization quiet seclude loved one watching filled pure happiness watching filled pure happiness sitting together reading book talking future sharing secret sorrow planting seed success seeing get always wanted dream wildest dream kelly clarkson perfect example dont want happen close one life wish hearing person allow certain word haunt past whats done done action still regrettable grrr introverted sensing bitch,INFP
id like make belive planet earth turn slowly hard say id rather stay awake im asleep everything never seems fall alseep dream bursting seam,INFP
